Term,Weight
executive_function,49.699470020969
observe,49.63037092117402
conditioning,49.608451787100435
diminished,49.52330008594686
occurrence,49.5161657741261
challenge,49.46950251926083
readers,49.46103424650403
movie,49.29951151077434
atypical,49.19863563118113
concept,49.08474166853084
allele,49.05252075536499
signs,48.93217225572711
passively,48.91712145278575
optimized,48.865678529890424
judge,48.73349049715628
minimal,48.727203842371736
subsystems,48.63208225683064
extensively,48.45368524063379
preliminary,48.4136289024146
engaging,48.413071474105934
conveyed,48.36279220467514
working,48.32168347988509
worse,48.31150357663745
estimates,48.26684174433602
motor_control,48.24616525131964
sad,48.21504781923328
sense,48.19413963298743
integrate,48.08443091743038
illusion,47.89757788258035
actual,47.882641551771684
aberrant,47.872887909612324
oddball,47.86667574241
rated,47.81212710699209
attended,47.78388694230624
converging,47.76838297799987
portions,47.64770122885321
severe,47.62596936908312
displays,47.590089171472314
modulatory,47.55759470016128
marker,47.55661548684509
rating,47.43553008463088
believed,47.3801925199349
anti,47.33502895343137
writing,47.303906363502215
trend,47.30050456292355
extends,47.28499902576353
targeted,47.25685984251186
opposed,47.24508776669262
thirty,47.179873866461506
online,47.14673205778391
impression,47.11032293557509
feeling,47.08768641602282
cortico,47.07438609490468
name,46.91792468733121
fourteen,46.90946000512352
dementia,46.82738995707277
meanings,46.773724662772665
driving,46.77164665172806
empirical,46.63363087311997
smokers,46.61323223334344
drawing,46.59942991845685
digit,46.47050028627999
slow,46.3481815992902
depressive,46.190675298457386
underlies,45.96780825516364
differing,45.96603812866117
hum,45.92899991558156
blocked,45.923956402387276
negativity,45.91947385699167
video_clips,45.8946058815779
depressed,45.89047406504636
observer,45.737012119142165
constitute,45.729218101157514
emerge,45.71442020325143
reverse,45.64982241053152
priori,45.60732333951218
nor,45.581578724340375
output,45.552046157260804
dissociated,45.50586598223424
consequence,45.44842474825389
visual_perception,45.42068740727507
reaction_times,45.21350003503144
eighteen,45.16959556256026
whilst,45.1354176744033
prosody,45.12944955093621
revealing,45.12269934417488
estimated,45.08740478608216
violations,45.001843133081266
updating,44.98952249837723
subtle,44.960717711803206
scrambled,44.95899636663302
japanese,44.886955244306236
decreasing,44.872414888215694
onto,44.862635661245456
exist,44.795537554414366
familiarity,44.78955202481148
sided,44.74849222077606
subset,44.71208235650649
education,44.69338591055584
inferring,44.629311670723595
whereby,44.614712515384305
reaching,44.57503236438237
probably,44.45561022741548
imitation,44.42016700568748
watching,44.33436654917536
vocal,44.112880784849985
empathic,44.03164643124334
detailed,44.023950701026855
linearly,43.955054347641116
alpha,43.931877595371155
dependency,43.91982360219339
benefit,43.77546411543839
detecting,43.71342035564223
tracking,43.69423053263456
comprised,43.62550446555358
intermediate,43.5768676479075
implicate,43.56455706516361
peripheral,43.476661005839084
inc,43.41595676710249
immediately,43.36880403303182
conditioned,43.36754587945675
site,43.22700193679924
indices,43.19726232152565
induction,43.188043692493295
progressive,43.16407859461345
mapp,43.07939896270635
users,43.07152958575658
methodological,43.0527767093094
